Sec,Ticks,msg_type,Channel,Notes,Velocities,Tempo,mean_velocity,diff_velocity
36.68569899999993,0,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on', 'note_on']",0,"[69, 40, 76, 57, 62, 38]","[127, 96, 64, 32, 32, 127]",175.00007291669704,79.66666666666667,79.66666666666667
36.8535560729166,0,"['note_off', 'note_off']",0,"[69, 38]","[0, 0]",175.00007291669704,-79.66666666666667,0.0
36.85712749999993,0.003571427083333333,['note_on'],1,[72],[127],175.00007291669704,127.0,127.0
36.9392703229166,0,"['note_off', 'note_off', 'note_off', 'note_off']",0,"[40, 76, 57, 62]","[0, 0, 0, 0]",175.00007291669704,-127.0,0.0
37.0249845729166,0.08571424999999999,['note_off'],0,[72],[0],175.00007291669704,0.0,0.0
37.02855599999994,0,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on', 'note_on']",9,"[76, 33, 69, 60, 57, 35]","[127, 96, 64, 32, 32, 127]",175.00007291669704,79.66666666666667,79.66666666666667
37.196413072916606,0.16785707291666666,['note_off'],9,[35],[0],175.00007291669704,-79.66666666666667,0.0
37.37141299999994,0.1749999270833333,['note_on'],1,[38],[127],175.00007291669704,127.0,127.0
37.53927007291661,0,"['note_off', 'note_off', 'note_off', 'note_off', 'note_off']",1,"[33, 69, 60, 57, 38]","[0, 0, 0, 0, 0]",175.00007291669704,-127.0,0.0
37.542841499999945,0,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on']",9,"[35, 71, 60, 57, 35]","[96, 64, 32, 32, 127]",175.00007291669704,70.2,70.2
37.71069857291661,0.16785707291666666,['note_off'],9,[35],[0],175.00007291669704,-70.2,0.0
37.88569849999995,0.1749999270833333,['note_on'],1,[35],[127],175.00007291669704,127.0,127.0
38.053555572916615,0,"['note_off', 'note_off', 'note_off', 'note_off', 'note_off']",1,"[35, 71, 60, 57, 35]","[0, 0, 0, 0, 0]",175.00007291669704,-127.0,0.0
38.05712699999995,0,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on']",9,"[36, 72, 60, 57, 38]","[96, 64, 32, 32, 127]",175.00007291669704,70.2,70.2
38.22498407291662,0.16785707291666666,['note_off'],9,[38],[0],175.00007291669704,-70.2,0.0
38.399983999999954,0.1749999270833333,['note_on'],1,[35],[127],175.00007291669704,127.0,127.0
38.56784107291662,0,"['note_off', 'note_off', 'note_off', 'note_off', 'note_off']",1,"[36, 72, 57, 60, 35]","[0, 0, 0, 0, 0]",175.00007291669704,-127.0,0.0
38.57141249999996,0,"['note_on', 'note_on', 'note_on', 'note_on']",9,"[38, 74, 60, 57]","[96, 64, 32, 32]",175.00007291669704,56.0,56.0
38.742840999999956,0.17142849999999998,['note_on'],9,[38],[127],175.00007291669704,71.0,127.0
38.910698072916624,0.16785707291666666,['note_off'],9,[38],[0],175.00007291669704,-127.0,0.0
38.91426949999996,0.003571427083333333,['note_on'],1,[35],[127],175.00007291669704,127.0,127.0
39.08212657291663,0,"['note_off', 'note_off', 'note_off', 'note_off', 'note_off']",1,"[38, 74, 60, 57, 35]","[0, 0, 0, 0, 0]",175.00007291669704,-127.0,0.0
39.085697999999965,0,"['note_on', 'note_on', 'note_on', 'note_on']",0,"[40, 76, 60, 57]","[96, 64, 32, 32]",175.00007291669704,56.0,56.0
